year,bd_best,battle_location
2019,37,Afghanistan
2019,55,Thailand
2020,58,South Sudan
2020,668,Libya
2020,517,Mali
2020,133,Ukraine
2020,63,Ukraine
2020,30,Russia
2020,1076,Syria
2020,316,Afghanistan
2020,512,Niger
2020,143,Chad
2020,1559,Nigeria
2020,33,Yemen
2020,94,Kenya
2020,527,Egypt
2020,160,Burkina Faso
2020,63,Mali
2020,401,Cameroon
2020,41,Somalia
2020,75,Philippines
2020,461,Iran
2020,644,DR Congo 
2020,937,Mozambique
2020,25,Tanzania
2020,165,Philippines
2020,162,India
2020,161,Bangladesh
2020,153,India
2020,6255,Saudi Arabia
2020,671,Iraq
2020,54,DR Congo 
2020,1596,Ethiopia
2020,25,India
2020,48,DR Congo 
2020,89,DR Congo 
2020,86,DR Congo 
2020,56,DR Congo 
2020,83,Burundi
2020,53,Chad
2020,28,Colombia
2020,465,Niger
2020,3513,Russia
2020,108,Philippines
2020,45,Sudan
2020,120,Pakistan
2020,55,Afghanistan
2020,20104,Afghanistan
2020,1901,Somalia
2020,35,Iran
2020,28,Cameroon
2020,367,Iraq
2020,352,Burkina Faso
2020,311,India
2020,52,DR Congo 
2020,30,DR Congo 
2020,52,DR Congo 
2020,26,Algeria
2020,25,Angola
2020,7646,Armenia
2020,186,Pakistan
2020,28,Ethiopia
2020,26,Central African Republic
2020,31,Central African Republic
2020,46,Thailand
2020,64,DR Congo 
2021,35,South Sudan
2021,153,South Sudan
2021,616,Mali
2021,168,Ukraine
2021,40,Ukraine
2021,56,Kyrgyzstan
2021,680,Syria
2021,264,Afghanistan
2021,62,Cameroon
2021,380,Niger
2021,55,Chad
2021,1597,Nigeria
2021,78,Kenya
2021,112,Egypt
2021,170,Burkina Faso
2021,26,Pakistan
2021,110,Mali
2021,519,Cameroon
2021,53,Somalia
2021,71,Philippines
2021,162,Syria
2021,622,DR Congo 
2021,715,Mozambique
2021,195,Philippines
2021,78,Myanmar
2021,684,Myanmar
2021,181,India
2021,23356,Saudi Arabia
2021,136,Myanmar
2021,233,Israel
2021,36,Israel
2021,62,Myanmar
2021,707,Afghanistan
2021,8789,Ethiopia
2021,146,DR Congo 
2021,88,DR Congo 
2021,33,DR Congo 
2021,92,DR Congo 
2021,37,DR Congo 
2021,26,Burundi
2021,431,Chad
2021,65,Colombia
2021,48,Colombia
2021,51,Indonesia
2021,276,Niger
2021,674,Syria
2021,129,Nigeria
2021,31,Sudan
2021,129,Pakistan
2021,534,Afghanistan
2021,34795,Afghanistan
2021,2119,Ethiopia
2021,30,Iran
2021,426,Iraq
2021,821,Burkina Faso
2021,250,India
2021,40,Armenia
2021,259,Afghanistan
2021,280,Ethiopia
2021,175,Central African Republic
2021,731,Central African Republic
2021,38,Thailand
2021,76,Niger
2021,71,Myanmar
2022,1113,Burkina Faso
2022,81517,Poland
2022,29,Ukraine
2022,152,Kyrgyzstan
2022,347,Syria
2022,252,Afghanistan
2022,323,Niger
2022,45,Chad
2022,1034,Nigeria
2022,72,Kenya
2022,231,Egypt
2022,404,Burkina Faso
2022,29,Afghanistan
2022,323,Mali
2022,375,Cameroon
2022,41,Philippines
2022,55,Syria
2022,577,DR Congo 
2022,373,Mozambique
2022,30,Benin
2022,25,Uganda
2022,152,Philippines
2022,241,Myanmar
2022,44,Myanmar
2022,1269,Myanmar
2022,134,Bangladesh
2022,75,India
2022,2899,United Arab Emirates
2022,276,Myanmar
2022,29,Israel
2022,55,Israel
2022,74,Myanmar
2022,335,Iraq
2022,39,Ethiopia
2022,100282,Eritrea
2022,41,DR Congo 
2022,384,DR Congo 
2022,32,DR Congo 
2022,47,DR Congo 
2022,39,DR Congo 
2022,73,DR Congo 
2022,161,DR Congo 
2022,73,Colombia
2022,46,Indonesia
2022,428,Niger
2022,530,Syria
2022,88,Nigeria
2022,47,Sudan
2022,154,Pakistan
2022,555,Afghanistan
2022,45,Afghanistan
2022,3034,Ethiopia
2022,31,Cameroon
2022,575,Iraq
2022,34,Togo
2022,1643,Burkina Faso
2022,235,India
2022,25,Angola
2022,308,Armenia
2022,494,Afghanistan
2022,764,Ethiopia
2022,675,Central African Republic
2022,30,Thailand
2022,165,Niger
